Name,Image,Icon,Species,Personality,Gender,Default Catchphrase,Default Top,Default Umbrella,Birthday,Fav Fashion,Least Fav Fashion,Fav Color,Coffee,Fav Saying,Move-In Type,Wallpaper,Floor,House Song,House Model,Furniture,RV Song,RV Items,RV Description,Skill,Skill ID,Goal,Goal ID,Siblings,Siblings ID,Notes,Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),Catchphrase (English EU),Catchphrase (Japanese),Catchphrase (Spanish NA),Catchphrase (Spanish EU),Catchphrase (French NA),Catchphrase (French EU),Catchphrase (German),Catchphrase (Italian),Catchphrase (Korean),Version Added,Hex ID (1.0),Hex ID (1.4),Internal ID,New To Series
Alice,,,Koala,Normal,Female,guvnor,barber tee,lacy parasol,August 19,cute,ornate,purple,,Treat others as you would like to be treated.,Starter,mod wall,diner tile,Surfin' K.K.,4,pine table (Green);retro stereo;large magazine rack;cabana screen (Plain);cream sofa;kitschy clock;small magazine rack;fan palm;game shelf (Pink);pine chair;Baby bear (Blank);pickle jar (Mixed vegetables);,-,-,-,photography,f3E,stylist,f18,youngest of 2 kids,f08,,-,メルボルン,Zelanda,Zelanda,Alice,Alice,Konny,Alice,멜버른,-,キラリ,tú,tú,chef,chef,schnarchhh,tesorino,반짝,1.0,00BB,00DF,kal01,No
Melba,,,Koala,Normal,Female,toasty,green-stripe tank,lacy parasol,April 12,basic,flashy,green,,A friend who shares is a friend who cares.,Starter,green wall,pastel-dot rug,K.K. Ragtime,5,picnic table (Red gingham);modern wood bed (Standard - Tree);modern wood shelf (Standard);minimalist dresser (Ivory);minimalist sofa (Ivory);jukebox;minimalist lamp (Ivory);fan palm;minimalist vanity (Ivory);Baby bear (Blank);minimalist clock (Ivory);,-,-,-,shadow puppetry,f17,professor,f1D,second of 4 kids,f12,,-,アデレード,Melba,Melba,Melba,Melba,Kornelia,Melba,아델레이드,-,とっても,tesoro,tesoro,pêchou,pêchou,zubba,toasty,정말로요,1.0,00BC,00E0,kal02,No
Sydney,,,Koala,Normal,Female,sunshine,big-dot tee,Toad parasol,June 21,iconic,sporty,brown,,Sail wherever the wind takes you.,Starter,parlor wall,ranch flooring,K.K. Country,1,blue table (Blue - Yellow);blue bureau (Blue);blue bed (Blue - Yellow);retro stereo;blue bench (Blue);game shelf (Pink);blue dresser (Blue);mega lamentoid;aloe;tall mini cactus;pendulum clock;,-,-,-,chopping vegetables,f35,translator,f24,youngest of 3 kids,f0D,,-,シドニー,Sidney,Sidney,Koaline,Koaline,Silke,Sidney,시드니,-,だコアラ,súper,súper,mon trésor,mon trésor,sternchen,calipto,발그레,1.0,00BD,00E1,kal03,No
Gonzo,,,Koala,Cranky,Male,mate,earthy knit shirt,bat umbrella,October 13,basic,cute,black,,Brothers are brothers; cheese is cheese.,Move-in,hallway wall,fancy tile floor,K.K. D&B,4,gorgeous bed;whirlpool bath (No flowers);meeting-room table (White);jail bars;moth orchid;safe;ABD;phonograph;pile of cash;money box (Blue);surveillance camera;,K.K. D&B,hallway wall;fancy tile floor;ABD;jail bars;meeting-room table (White);chain divider;glass partition;safe;money box (Red);pile of cash,"Gonzo loves three things: cash, camping, and gorgonzola cheese. And you are not allowed to question any of them.",mental math,m0D,mayor,m18,eldest of 3 kids,m09,,-,ゴンゾー,Bronco,Bronco,Gonzo,Gonzo,Heribert,Gonzo,근성,-,だがや,jorf-jorf,jorf-jorf,calyptus,galopin,partner,dinamite,버텨,1.4,-,00E2,kal04,No
Ozzie,,,Koala,Lazy,Male,ol' bear,giraffe tee,leaf umbrella,May 7,iconic,flashy,brown,,Half a loaf is better than none.,Starter,music-room wall,music-room floor,Mr. K.K.,3,chalkboard (Blank);hi-fi stereo;cubbyhole;large magazine rack;school desk;school desk;school chair;school chair;skeleton;lunch tray (A lunch);lunch tray (A lunch);school speaker;,-,-,-,baton twirling,m1B,pro golfer,m0F,second of 4 kids,m0D,,-,ドングリ,Koloa,Koloa,Koko,Koko,Oskar,Ozzy,동동이,-,ククッ,osete,osete,koa là là,koa là là,altes Haus,ulabadula,큐큐,1.0,00BE,00E3,kal05,No
Canberra,,,Koala,Big sister,Female,nuh uh,green-stripe tank,petal parasol,May 14,sporty,iconic,orange,,It's never too late to start over.,Starter,citrus wall,neutral floor,K.K. House,1,cabana bed (Plain - White);kitchen sink;ranch tea table (Natural - Blue);ranch couch (Natural);ranch dresser (Natural);minimalist lamp (Ivory);tall cactus;wooden stool (None);pachira;revolving spice rack;pepper mill;cassette player (Red);ventilation fan;,-,-,-,making faces,f32,tennis player,f14,second of 6 kids,f1F,,-,キャンベラ,Canberra,Canberra,Kolala,Kolala,Caroline,Canberra,캔버라,-,え～,kolalá,kolalá,zyva,zyva,kolala,eurekalì,어어,1.0,00BF,00E4,kal08,Yes
Lyman,,,Koala,Jock,Male,chips,club tee,forest umbrella,October 12,official,ornate,green,,Eucalyptus is the spice of life.,Starter,dotted wall,backyard lawn,K.K. Island,1,pine table (Green);pineapple bed;green counter (Middle green);green dresser (Middle green - Orange);round cactus;box corner sofa (Green);green pantry (Middle green);minimalist lamp (Ivory);box sofa (Green);cassette player (Red);round mini cactus;mini cactus;green wall clock (Middle green - Orange);,-,-,-,forgetting stuff,m29,astronaut,m25,fifth of 6 kids,m22,,-,オズモンド,Chipi,Chipi,Kalyptus,Kalyptus,Pepe,Nicola,오즈먼드,-,わ～い,trololó,trololó,sandwich,sandwich,liptus,ponzipò,우와,1.0,00C0,00E5,kal09,Yes
Eugene,,,Koala,Smug,Male,yeah buddy,pleather vest,bat umbrella,October 26,rock 'n' roll,iconic,black,,Imitation is the sincerest form of flattery.,Starter,maze wall,maze floor,K.K. Cruisin',4,sleek bed (Black);drum set (Orange - Blank);sleek sofa (Black);sleek dresser (Black);high-end stereo;sleek lamp (Black);drinking fountain;amp;metal guitar (Cosmos black);electric guitar (Fire red);wall-mounted speaker;,-,-,-,rapping,m3C,guitarist,m2B,youngest of 3 kids,m0B,,-,ロッキー,Eucalín,Eucalín,Jamy,Jamy,Sunny,Corrado,코알,-,おいおい,ouyeah,ouyeah,yapaphoto,yapaphoto,yeah,koahola,야야야,1.0,00C1,00E6,kal10,Yes
Kitt,,,Kangaroo,Normal,Female,child,blue diamond tee,spider umbrella,October 11,official,sporty,beige,,Funny parents have funny kids.,Starter,arched window,birch flooring,K.K. Chorale,0,ebony piano (Black);classic sofa (Brown);classic sofa (Brown);classic vanity (Brown);classic buffet (Brown - Brown);lady palm;classic table (Brown - Brown);turntable;music stand;antique clock;stained-glass lamp (Colorful);aroma pot (Brown);classic wall shelf (Brown);,-,-,-,whistling,f05,cartoonist,f03,eldest of 2 kids,f07,,-,アップリケ,Antípoda,Antípoda,Poquette,Poquette,Kerstin,Kitt,애플리케,-,ッポン,mi alma,mi alma,gamin,gamin,kindchen,cucciolo,폴짝,1.0,00C2,00E7,kgr00,No
Mathilda,,,Kangaroo,Snooty,Female,wee baby,U-R-here tee,elegant umbrella,November 12,rock 'n' roll,iconic,black,,Nail polish is thicker than water.,Starter,concrete wall,checkered tile,K.K. Ragtime,0,modern bed (Monochromatic - Modern plaid);high-end stereo;kitchen sink;modern sofa (Monochromatic);flat-screen TV;checkered tee;checkerboard tee;corn plant;garbage can;storage case;modern wall clock (Monochromatic);,-,-,-,pretending to sleep,f25,writer,f01,youngest of 3 sisters,f10,,-,アザラク,Pugilda,Pugilda,Mathilde,Mathilde,Marga,Matilda,안젤라,-,ッハ,peso mosca,peso mosca,riquiqui,riquiqui,knirps,oplà,응,1.0,00C3,00E8,kgr01,No
Carrie,,,Kangaroo,Normal,Female,little one,Toad tee,picnic umbrella,December 5,cute,flashy,pink,,A mother's work is never done.,Move-in,playroom wall,pink wood floor,K.K. Lullaby,5,regal bed (Royal yellow);ivy partition (Brown);pastel low table (Peach);baby bed;crayons;regal lamp (Royal yellow - Royal yellow);ringtoss;slipper rack (Colorful);kiddie meal (Lunch combo A);mug (Milk - Stripes);mobile (Original);display shelf;,K.K. Lullaby,playroom wall;pink wood floor;slipper rack (Colorful);pastel low table (Yellow);cradle (Blue);round cushion (White);toy piano;ringtoss;kiddie meal (Lunch combo A);crayons,"Carrie carries her joey all day, but what's going to carry Carrie? Her camper van, that's what! It's filled with toys and trinkets for her toddler.",making budgets,f3A,illustrator,f22,middle of 3 kids,f0C,,-,マミィ,Lola,Lola,Kanga,Kanga,Carola,Taschina,마미,-,だフン,bebé,bebé,poupon,poupon,beutel,gnegné,오롤로,1.4,-,00E9,kgr02,No
Astrid,,,Kangaroo,Snooty,Female,my pet,star tee,elegant umbrella,September 8,rock 'n' roll,modern,gray,,The apple doesn't fall far from the tree.,Starter,neutral wall,kiddie carpet,I Love You,4,pine table (Green);kitchen sink;wide-screen TV;cream sofa;dice stereo;rubber tree;baby bed;minimalist minitable (Ivory);CD shelf;game shelf (Pink);bread box (Normal bread);merry-go-round;minimalist clock (Ivory);,-,-,-,karaoke,f02,singer,f0C,youngest of 4 kids,f14,,-,キッズ,Astrid,Astrid,Rhona,Rhona,Astrid,Stella,펑키맘,-,だパンク,mascotita,mascotita,mon étoile,mon étoile,schmusi,fagotto,뭘봐,1.0,00C4,00EA,kgr05,No
Sylvia,,,Kangaroo,Big sister,Female,joey,yellow aloha tee,flame umbrella,May 3,ornate,historical,pink,,Hop first; ask questions later.,Starter,sleek wall,ceramic tile,Rockin' K.K.,0,modern bed (Monochromatic - Modern plaid);modern table (Monochromatic);modern sofa (Monochromatic);kitchen sink;modern cabinet (Monochromatic);small magazine rack;retro fridge;milk can;slim nebuloid;baby bed;poinsettia;pop-up book;cassette player (Red);sleek clock (Black);,-,-,-,playing jacks,f18,tour guide,f20,youngest of 5 kids,f1D,,-,シルビア,Cándida,Cándida,Madsi,Madsi,Sylvia,Silvia,실비아,boing,よねー,púgil,púgil,d'la balle,d'la balle,flottflott,saltolà,이자슥,1.0,00C5,00EB,kgr06,No
Walt,,,Kangaroo,Cranky,Male,pockets,jinbei top,busted umbrella,April 24,iconic,modern,gray,,Take the good with the bad.,Starter,garden wall,mossy carpet,Agent K.K.,3,outdoor bath;salmon;clothesline pole (White shirt);exotic bench (Brown);pine bonsai;tall lantern;deer scare;raccoon figurine (Brown);exotic lamp (White and orange);,-,-,-,rock-paper-scissors,m0A,carpenter,m21,eldest of 5 kids,m14,,-,カンロク,Brinco,Brinco,Walt,Walt,Sinan,Zompo,관록,-,じゃのう,boing,boing,popoche,popoche,boingboing,boing,어험,1.0,00C6,00EC,kgr08,Yes
Rooney,,,Kangaroo,Cranky,Male,punches,black track jacket,flame umbrella,December 1,sporty,modern,red,,Bob and weave! Bob and weave!,Starter,shanty wall,modern tile,K.K. Adventure,5,neutral corner;sleek bed (Black);weight bench;treadmill;boxing mat (Blue);sandbag;speed bag;butterfly machine;exercise bike;cassette player (Red);small spotlight (Yellow);,-,-,-,doing push-ups,m3E,boxer,m14,eldest of 2 kids,m07,,-,マイク,Cerillo,Cerillo,Mike,Mike,Robert,Balzak,마이크,-,やるぜ,chimpón,chimpón,savate,savate,bonk,balz balz,아자,1.0,00C7,00ED,kgr09,Yes
Marcie,,,Kangaroo,Normal,Female,pouches,pink tartan tee,ribbon umbrella,May 31,cute,rock 'n' roll,beige,,The road to a friend's house is never long.,Starter,rose wall,neutral floor,K.K. Aria,4,kitchen sink;minimalist bed (Ivory);minimalist dresser (Ivory);minimalist table (Ivory);rocking horse;wobbelina (Pink);baby bed;minimalist lamp (Ivory);game shelf (Pink);record player;sunflower;simple kettle (Red);pot rack;,-,-,-,memorizing stuff,f06,teacher,f1F,eldest of 4 kids,f11,,-,マリア,Brisa,Brisa,Selma,Selma,Marlies,Adelaide,마리아,-,いいのよ,nainoná,nainoná,wallaby,wallaby,hüpf,me oui,조아요,1.0,00C8,00EE,kgr10,Yes
Bud,,,Lion,Jock,Male,maaan,yellow aloha tee,beach umbrella,August 8,sporty,modern,colorful,,You're not living unless you're sweating!,Starter,tropical vista,tropical floor,K.K. Ska,1,shark;beach chair;beach chair;beach chair;beach chair;surfboard (Stripe);beach table (Blue and white);Diver Dan;cassette player (Red);portable toilet;ukulele;life preserver (Blue);,-,-,-,rapping,m3C,singer,m2E,fourth quintuplet,m1C,,-,グラさん,Surfleo,Surfleo,Léonard,Léonard,Dieter,Leo,선글,-,メ～ン,sabes,sabes,m'pote,m'pote,kumpel,ruggi,요～맨,1.0,00C9,00EF,lon00,No
Elvis,,,Lion,Cranky,Male,unh-hunh,royal shirt,red umbrella,July 23,ornate,basic,gray,,Better a live coward than a dead hero.,Starter,rococo wall,stone tile,K.K. Casbah,0,harpsichord;rococo sofa (Gothic brown);rococo sofa (Gothic brown);gorgeous chest;gorgeous table;pantheon post;throne (Red);throne (Red);pantheon post;plate armor (Silver);red roses;phonograph;rococo candlestick (Gothic brown);,-,-,-,competitive eating,m1F,tycoon,m29,eldest quadruplet,m10,,-,キング,Elvis,Elvis,Elvis,Elvis,Leonardo,Elvis,킹,-,ダロガ,groar,groar,bébé,bébé,grolll,unh-hunh,안그냐,1.0,00CA,00F0,lon01,No
Rex,,,Lion,Lazy,Male,cool cat,blue-bar tee,Toad parasol,July 24,basic,ornate,blue,,"Three wrongs don't make a right, but three rights make a left.",Move-in,summit wall,daisy meadow,Wandering,0,bonfire;sleeping bag;watering trough;handwashing area;Boston bag (Brown);wood display stand (Brown);box-shaped seat;wood display stand (Brown);backpack;mug (Milk - Stripes);,Wandering,summit wall;daisy meadow;backpack;cable spool;wood display stand (White);compact car (Light blue);box-shaped seat;wood display stand (White);Boston bag (Red);picnic basket;mug (Soup - Checkered);lunch box (K.K. Slider),"Rex isn't too energetic at home, but getting out in nature seems to invigorate him. Look at him go, hauling a giant picnic lunch up that mountain!",chugging milk,m34,forest ranger,m22,youngest quadruplet,m13,,-,サンデー,Leoncio,Leoncio,Léo,Léo,Rex,Rex,렉스,-,だオン,melenas,melenas,lionceau,lionceau,coolcat,grrringo,티라이온,1.4,-,00F1,lon02,No
Leopold,,,Lion,Smug,Male,lion cub,noble shirt,mint umbrella,August 14,ornate,historical,green,,"The bigger the fish, the bigger your dinner.",Move-in,classroom wall,classroom floor,Mr. K.K.,1,school locker;basic teacher's desk;lecture-hall desk (Wood-grain);lecture-hall bench (Wood-grain);skeleton;towel rack;mop;book stands;hamster cage;strapped books;zen backpack (Red);school speaker;billboard (Green - Landscape);,Mr. K.K.,classroom wall;classroom floor;towel rack;school locker;lecture-hall desk (Wood-grain);lecture-hall bench (Wood-grain);basic teacher's desk;book stands;zen backpack (Aqua);strapped books,"Leopold's camper is all set up as a mobile classroom, but the only subject he wants to teach is PE. Hope you like doing burpees!",debating,m23,professor,m1D,eldest triplet,m04,,-,ティーチャー,Leopoldo,Leopoldo,Leandro,Leandro,Leandro,Leandro,티처,-,よな,fiera,fiera,minus,minus,löwieh,sonré,졸지마,1.4,-,00F2,lon04,No
Mott,,,Lion,Jock,Male,cagey,blue letter jacket,bat umbrella,July 10,iconic,flashy,aqua,,The lion's share goes to the lion.,Starter,dirt-clod wall,planked tatami,Marine Song 2001,4,cardboard table;kotatsu (Blue blanket);sink;sloppy sofa (Aqua);sloppy stereo;cactus;refrigerator;bilboquet (Red);sloppy TV;vacuum cleaner;round mini cactus;sloppy clock;corkboard (Footprint);,-,-,-,mental math,m0D,lawyer,m0B,eldest of 2 kids,m07,,-,リック,Jones,Jones,Aimé,Aimé,Leonhard,Leopold,릭,-,ハハハ,sapristi,sapristi,grif-grif,grif-grif,gröhl,groarrivo,하하하,1.0,00CB,00F3,lon06,No
Rory,,,Lion,Jock,Male,capital,periwinkle tee,paper parasol,August 7,iconic,ornate,red,,Set 'em up and knock 'em down.,Starter,sea view,old board floor,K.K. Faire,0,exotic bed (Brown - Gray);cabana screen (Plain);cabana screen (Plain);glass-top table;exotic bench (Brown);turntable;vintage telescope;vintage telephone;sanshin;rhythmoid;exotic lamp (White and orange);sunflower;,-,-,-,tiptoeing,m11,firefighter,m1A,middle triplet,m05,,-,アーサー,Rogelio,Rogelio,Hercule,Hercule,Leon,Ruggero,아더,-,ナハッ,ticotaco,ticotaco,criniou,criniou,graaah,roar,크릉,1.0,00CC,00F4,lon07,Yes
Lionel,,,Lion,Smug,Male,precisely,military uniform,camo umbrella,July 29,historical,flashy,gray,,Love is blind.,Starter,arched window,fancy carpet,K.K. Moody,0,gorgeous bed;whirlpool bath (No flowers);simple love seat (Red);rococo dresser (Gothic brown);editor's desk;regal lamp (Royal yellow - Royal yellow);lady palm;editor's chair;moth orchid;turntable;,-,-,-,drawing circles,m2B,professor,m1D,eldest of 10 kids,m27,,-,ライオネル,Lionel,Lionel,Léopold,Léopold,Lorenz,Leonida,라이오넬,-,まさしく,picoplás,picoplás,papatte,papatte,grrroooh,ahora,옳거니,1.0,00CD,00F5,lon08,Yes
Nana,,,Monkey,Normal,Female,po po,bubble-gum tee,candy umbrella,August 23,cute,iconic,colorful,,Bread always falls peanut-butter side down.,Starter,pastel-dot wall,round carpet,K.K. Dixie,2,large alpine table (Natural - Nature);mermaid sofa;minimalist table (Ivory);minimalist dresser (Ivory);minimalist bed (Ivory);game shelf (Pink);minimalist ottoman (Ivory);minimalist ottoman (Ivory);mermaid lamp;snake plant;white lilies;aroma pot (Brown);K.K. Dixie;minimalist clock (Ivory);air conditioner;,-,-,-,magic tricks,f04,judge,f1E,youngest of 2 kids,f08,,-,チッチ,Nana,Nana,Mireille,Mireille,Dorothea,Nanà,키키,-,ウキャ,monada,monada,po po,po po,spitzi,po po,끼끼,1.0,00CE,00F6,mnk01,No
Simon,,,Monkey,Lazy,Male,zzzook,red-bar tee,forest umbrella,January 19,sporty,official,colorful,,Friends go together like peanut butter and bananas.,Starter,lunar horizon,Saharah's desert,Forest Life,1,bonfire;kayak;hammock (Purple - Purple);djimbe drum;tall echoid;fan palm;campfire;tiki torch;,-,-,-,memorizing stuff,m06,movie director,m0D,third of 6 kids,m20,,-,エテキチ,Simón,Simón,Simon,Simon,Simon,Simon,시몬,-,でござる,chimpa,chimpa,zzziik,zzziik,bannabanna,zzzook,하옵니다,1.0,00CF,00F7,mnk02,No
Tammi,,,Monkey,Peppy,Female,chimpy,new spring tee,petal parasol,April 2,flashy,modern,brown,,Always be down to monkey around!,Starter,exquisite wall,shanty mat,Imperial K.K.,5,lazy-Susan table;lazy-Susan table;exotic table (Brown);exotic chest (Brown);exotic bench (Brown);exotic end table (Brown);exotic chair (Brown - White);exotic chair (Brown - White);birdcage;lady palm;phonograph;exotic lamp (White and orange);revolving spice rack;exotic wall shelf (Brown);,-,-,-,making puns,f2F,artist,f2D,youngest of 3 kids,f0D,,-,エイプリル,Tami,Tami,Lili,Lili,Bonni,Tammi,에이프릴,-,ワオ,uki-uki,uki-uki,booof,booof,agaga,scimmietta,와우,1.0,00D0,00F8,mnk03,No
Monty,,,Monkey,Cranky,Male,g'tang,blue-bar tee,leaf umbrella,December 7,iconic,official,blue,,No news is good news.,Starter,meadow vista,sandlot,Pondering,0,outdoor bath;sleeping bag;mountain bike (Green and yellow);kayak;propane stove;campfire;camp stove;CD player;,-,-,-,shadow puppetry,m17,detective,m1C,second of 5 kids,m15,,-,サルモンティ,Burton,Burton,Lourant,Lourant,Daniel,Mimmo,몽티,-,バナーナ,uuuuh-ah,uuuuh-ah,l'outang,l'outang,abbo,g'tang,바나나,1.0,00D1,00F9,mnk04,No
Elise,,,Monkey,Snooty,Female,puh-lease,gumdrop tee,sunny parasol,March 21,official,historical,colorful,,"Do as I say, not as I do.",Starter,rose wall,ceramic tile,Neapolitan,2,regal bed (Royal yellow);chaise lounge (Cream);regal table (Royal yellow - Royal yellow);modern wood sofa (Standard);gold stereo;dracaena;regal lamp (Royal yellow - Royal yellow);small magazine rack;owl clock;modern wood TV (Standard);tea set;modern wood clock (Standard);,-,-,-,mental math,f0D,archaeologist,f23,eldest of 4 sisters,f15,,-,モンこ,Mayra,Mayra,Élise,Élise,Steffi,Elisa,몽자,-,だモン,ricura,ricura,steup,steup,strebstreb,per favore,몽몽,1.0,00D2,00FA,mnk05,No
Flip,,,Monkey,Jock,Male,rerack,happi tee,green umbrella,November 21,sporty,modern,yellow,,"See no donut, hear no donut, speak no donut.",Starter,shoji screen,planked tatami,K.K. Rally,3,hearth;kotatsu (Blue blanket);eel;tea tansu;taiko drum;dharma (Red);extinguisher;CD player;dandelions;festival lantern (White with red kanji);,-,-,-,climbing trees,m3D,pro golfer,m0F,second of 4 kids,m0D,,-,さすけ,Monet,Monet,Rudy,Rudy,Pippo,Benny,원승,-,どっこい,afuá,afuá,oh hisse,oh hisse,kikiki,clap clap,빠샤,1.0,00D3,00FB,mnk06,Yes
Shari,,,Monkey,Big sister,Female,cheeky,silk bloom tee,lacy parasol,April 10,cute,iconic,beige,,A good start leads to a good end.,Starter,cabana wall,opulent rug,K.K. Oasis,5,cabana bed (Plain - White);cabana bookcase (Plain);retro stereo;cabana table (Plain);cabana screen (Plain);pachira;cabana chair (Plain);exotic lamp (White and orange);djimbe drum;sitar;incense burner;cabana wall radio (Plain);,-,-,-,remembering stuff,f2A,figure skater,f12,third of 4 kids,f13,,-,シェリー,Montse,Montse,Luna,Luna,Uta,Ninì,젤리,-,ウケるぅ,tunante,tunante,tavu,tavu,makimaki,babbuh,우끼네,1.0,00D4,00FC,mnk07,Yes
